name,comm_code,census_year,population,occupied dwellings,persons per unit,notes
SUNNYSIDE,SSD,2002,3718,2270,1.64,
ASPEN WOODS,ASP,2000,160,53,3.02,
SOMERSET,SOM,1990,18,5,3.6,
POINT MCKAY,POI,1997,1392,825,1.69,
PINERIDGE,PIN,1995,10050,3296,3.05,
VALLEY RIDGE,VAL,2012,5013,1712,2.93,
HILLHURST,HIL,2003,5353,2643,2.03,
ALTADORE,ALT,2006,8172,3960,2.06,
MILLRISE,MLR,1991,3525,1117,3.16,
MCKENZIE LAKE,MCK,1976,0,0,0,
DEER RIDGE,DRG,2006,4344,1457,2.98,
BOWNESS,BOW,1992,12418,4825,2.57,
HARVEST HILLS,HAR,2015,7593,2550,2.98,
WEST SPRINGS,WSP,2000,385,131,2.94,
MARLBOROUGH,MRL,1969,889,216,4.12,
SILVERADO,SVO,2015,6827,2259,3.02,
MILLRISE,MLR,1979,32,11,2.91,
RUNDLE,RUN,2001,11564,3487,3.32,
FALCONRIDGE,FAL,1982,6467,1987,3.25,
WOODLANDS,WOO,1995,6979,2324,3,
NORTH HAVEN UPPER,NHU,1987,816,244,3.34,
BELTLINE,BLN,2004,16119,10209,1.58,
ROSEDALE,RDL,2004,1591,600,2.65,
CAPITOL HILL,CAP,1997,3831,1979,1.94,
WINDSOR PARK,WND,2009,3916,2196,1.78,
KINCORA,KCA,1997,0,0,0,
CAPITOL HILL,CAP,1979,3898,1683,2.32,
SKYVIEW RANCH,SKR,2010,712,246,2.89,
BOWNESS,BOW,2005,11008,4917,2.24,
EAGLE RIDGE,EAG,1994,516,109,4.73,
WESTGATE,WGT,1985,3618,1301,2.78,
OGDEN,OGD,1999,10290,3796,2.71,
SUNDANCE,SDC,2010,10773,3354,3.21,
UNIVERSITY HEIGHTS,UNI,2002,2992,1311,2.28,
BELTLINE,BLN,1983,13921,8532,1.63,Combined communities of CONNAUGHT (CON) and VICTORIA PARK (VIC)
PANORAMA HILLS,PAN,2006,10277,3228,3.18,
LINCOLN PARK,LPK,1997,1297,587,2.21,
BELVEDERE,BVD,1999,0,0,0,
CURRIE BARRACKS,CUR,2002,101,,,
APPLEWOOD PARK,APP,1978,0,0,0,
HAWKWOOD,HAW,1996,10728,3174,3.38,
AUBURN BAY,AUB,2001,0,0,0,
WESTGATE,WGT,2009,3160,1296,2.44,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1986,3733,1545,2.42,
MONTEREY PARK,MOR,1982,0,0,0,
WESTGATE,WGT,2008,3134,1304,2.4,
MOUNT PLEASANT,MOP,1995,4451,2158,2.06,
MANCHESTER,MAN,2010,618,312,1.98,
KINCORA,KCA,1980,0,0,0,
MARLBOROUGH PARK,MPK,2016,8711,2941,2.96,
RUNDLE,RUN,1993,11594,3401,3.41,
WEST HILLHURST,WHL,1976,5571,2202,2.53,
PUMP HILL,PUM,2015,1705,542,3.15,
CHINOOK PARK,CHK,2000,1728,578,2.99,
WEST HILLHURST,WHL,1980,5249,2266,2.32,
UNIVERSITY HEIGHTS,UNI,1987,2920,1226,2.38,
RED CARPET,RED,1993,1237,491,2.52,
CORAL SPRINGS,COR,2001,5408,1289,4.2,
CAPITOL HILL,CAP,2004,3900,1958,1.99,
CHINOOK PARK,CHK,1968,2578,578,4.46,
KELVIN GROVE,KEL,2009,2277,866,2.63,
BEDDINGTON HEIGHTS,BED,1991,13237,4066,3.26,
HUNTINGTON HILLS,HUN,2009,13594,5333,2.55,
MONTGOMERY,MON,2003,3908,1585,2.47,
EVERGREEN,EVE,2001,2385,733,3.25,
MARLBOROUGH,MRL,2001,8805,3017,2.92,
KINCORA,KCA,2006,1709,583,2.93,
CHRISTIE PARK,CHR,2000,2232,719,3.1,
PUMP HILL,PUM,2003,1871,552,3.39,
MAYFAIR,MAF,1980,657,185,3.55,
ROSSCARROCK,RCK,2004,3169,1400,2.26,
VALLEY RIDGE,VAL,2005,4405,1457,3.02,
WHITEHORN,WHI,2012,11852,3646,3.25,
BELTLINE,BLN,2009,18341,11310,1.62,
GARRISON GREEN,GAG,1975,840,221,3.8,
VALLEY RIDGE,VAL,1982,0,0,0,
ACADIA,ACA,1995,10887,4641,2.35,
MAYLAND HEIGHTS,MAL,1984,6264,2329,2.69,
CRESTMONT,CRM,1970,0,0,0,
CHINATOWN,CHN,1985,901,510,1.77,
SOUTH CALGARY,SOC,1969,4064,1454,2.8,
HIGHWOOD,HIW,2007,2158,927,2.33,
UNIVERSITY DISTRICT,UND,2000,0,0,0,
ROXBORO,ROX,2005,417,153,2.73,
RUNDLE,RUN,2011,11029,3605,3.06,
ABBEYDALE,ABB,1993,6711,1912,3.51,
CHARLESWOOD/COLLINGWOOD,,1988,6198,2371,2.61,Combined communities of CHARLESWOOD (CHW) and COLLINGWOOD (COL)
SANDSTONE VALLEY,SAN,1968,0,0,0,
COPPERFIELD,CPF,2001,0,0,0,
GLENDALE,GDL,1977,3243,961,3.37,
GREENWOOD/GREENBRIAR,GRE,1989,972,447,2.17,
ELBOW PARK,EPK,2003,3458,1155,2.99,
MAHOGANY,MAH,2013,1917,606,3.16,
NOLAN HILL,NOL,2005,11,3,3.67,
COVENTRY HILLS,COV,1982,0,0,0,
CHRISTIE PARK,CHR,1981,24,7,3.43,
COUGAR RIDGE,CGR,2005,3174,1176,2.7,
ROYAL OAK,ROY,1999,241,88,2.74,
ABBEYDALE,ABB,1978,227,80,2.84,
CHRISTIE PARK,CHR,1972,32,8,4,
DOVER,DOV,1988,11223,3540,3.17,
VISTA HEIGHTS,VIS,2005,2115,741,2.85,
SOMERSET,SOM,1976,0,0,0,
SPRUCE CLIFF,SPR,1978,3408,1294,2.63,
RUTLAND PARK,RUT,1977,3077,847,3.63,
CAMBRIAN HEIGHTS,CAM,1993,2168,890,2.44,
LAKEVIEW,LKV,2011,5501,2275,2.42,
CLIFF BUNGALOW,CLI,2009,1763,1136,1.55,
ELBOYA,EYA,2011,1747,729,2.4,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,1991,2159,888,2.43,
SPRINGBANK HILL,SPH,1989,0,0,0,
COUGAR RIDGE,CGR,2013,6108,1896,3.22,
WALDEN,WAL,1993,0,0,0,
FALCONRIDGE,FAL,2001,10682,3182,3.36,
EVANSTON,EVN,2005,1665,590,2.82,
CHRISTIE PARK,CHR,2016,2153,719,2.99,
MIDNAPORE,MID,1997,7366,2485,2.96,
HIDDEN VALLEY,HID,2003,11296,3640,3.1,
BANKVIEW,BNK,1988,5100,3101,1.64,
MAYFAIR,MAF,1982,649,185,3.51,
CRESCENT HEIGHTS,CRE,1996,5553,3225,1.72,
AUBURN BAY,AUB,2014,11127,3664,3.04,
LEGACY,LEG,2013,0,0,0,
SPRINGBANK HILL,SPH,1973,0,0,0,
EAGLE RIDGE,EAG,1979,577,108,5.34,
MILLRISE,MLR,1969,56,14,4,
THORNCLIFFE,THO,2005,8812,3591,2.45,
CRESCENT HEIGHTS,CRE,1999,5739,3273,1.75,
HIDDEN VALLEY,HID,1996,3501,1166,3,
BEL-AIRE,BEL,1988,498,153,3.25,
MARTINDALE,MRT,2002,10285,3161,3.25,
GLAMORGAN,GLA,1990,6670,2801,2.38,
WILLOW PARK,WIL,1972,6952,1713,4.06,
COPPERFIELD,CPF,1972,0,0,0,
HARVEST HILLS,HAR,1987,0,0,0,
BEL-AIRE,BEL,1977,499,137,3.64,
SETON,SET,1996,0,0,0,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1981,4094,1560,2.62,
CLIFF BUNGALOW,CLI,2002,1998,1294,1.54,
SOUTHVIEW,SOV,2016,1845,761,2.42,
PALLISER,PAL,2003,3135,1576,1.99,
DEER RIDGE,DRG,1996,4749,1538,3.09,
SADDLE RIDGE,SAD,2016,19256,4877,3.95,
LAKEVIEW,LKV,1968,7181,1626,4.42,
ROSSCARROCK,RCK,1989,3400,1450,2.34,
KELVIN GROVE,KEL,2004,2227,885,2.52,
TARADALE,TAR,2000,2267,723,3.14,
SOMERSET,SOM,1994,0,0,0,
TEMPLE,TEM,1997,11980,3458,3.46,
WALDEN,WAL,1970,0,0,0,
OAKRIDGE,OAK,1990,7021,2249,3.12,
CITADEL,CIT,2014,10391,3450,3.01,
HILLHURST,HIL,1972,5253,2161,2.43,
